"pathway","pval","padj","log2err","ES","NES","size","Cell_Type","mission","comparison","leadingEdge_str","sheet"
"HALLMARK_IL2_STAT5_SIGNALING",0.207850555686924,0.296929365267034,0.0464876729628047,-0.309595112514808,-1.23438463058931,16,"CD8+ T Cell",NA,NA,"BCL2;IKZF2;SELL;CCND3;RABGAP1L;ITGA6","I4-RP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.111750348675035,0.171923613346207,0.0551495524088585,0.390873863448184,1.40981119615254,15,"CD8+ T Cell",NA,NA,"NFKBIA;NFKB1;KLF6;CD69;HIF1A","I4-RP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0265676567656766,0.132838283828383,0.112959561756547,0.388386551954514,1.69744897435118,27,"CD8+ T Cell",NA,NA,"NFKBIA;NFKB1;PELI1;TNFAIP3;HLA-B;CD69;HLA-A;HIF1A;BTG1;B2M;STAT3;NAMPT","I4-RP1"
"HALLMARK_KRAS_SIGNALING_UP",0.0837035305120411,0.167407061024082,0.0749258356507951,-0.385300958122836,-1.46530276359578,14,"CD8+ T Cell",NA,NA,"ETS1;IL7R;IKZF1;RABGAP1L;ST6GAL1","I4-RP1"
"HALLMARK_MITOTIC_SPINDLE",0.105719643694327,0.171923613346207,0.06642290670214,-0.360186457544966,-1.40530925461786,15,"CD8+ T Cell",NA,NA,"NCK2;ARHGEF3;RASA1;RASA2;CNTRL;SSH2","I4-RP1"
"HALLMARK_MYC_TARGETS_V1",2.02222219141808e-09,4.04444438283616e-08,0.774939030136436,0.728283618684433,3.02654178738821,23,"CD8+ T Cell",NA,NA,"RPS2;RPL34;RPS3;RPL18;RPS6;DDX21;TRA2B;RPS5;RPS10;PABPC1;RPLP0;RPL22;RPL14;RACK1;NAP1L1;HNRNPA1;ETF1;EEF1B2;IFRD1;RPL6","I4-RP1"
"HALLMARK_P53_PATHWAY",0.0144230769230769,0.0961538461538462,0.157220069393743,0.470490123920188,1.80576255736298,18,"CD8+ T Cell",NA,NA,"JUN;RPL18;RPS12;RPL36;BTG1;RACK1;HINT1;S100A4;PPP1R15A;CCNK;FAM162A;FOS","I4-RP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.558836996336996,0.620929995929996,0.0253913136183266,-0.263574361366966,-0.908858270242777,11,"CD8+ T Cell",NA,NA,"PLCB1;RPS6KA3;PRKCB;SMAD2;ITPR2;VAV3;MAP2K6;SLA;CAMK4","I4-RP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",5.41868121272093e-05,0.000541868121272093,0.557332238758646,0.543609548122756,2.37585329683749,27,"CD8+ T Cell",NA,NA,"JUN;EIF1;NFKBIA;NFKB1;CCNL1;TNFAIP3;KLF6;CD69;BTG1;JUNB;DUSP1;REL;PER1;NAMPT;ZBTB10;BTG3;CD83;PPP1R15A;RELB;FOS;PNRC1;ZFP36;IL6ST","I4-RP1"
"HALLMARK_UV_RESPONSE_DN",0.106268364348678,0.171923613346207,0.0677730323030541,-0.315507416020031,-1.4023230819356,21,"CD8+ T Cell",NA,NA,"NEK7;RUNX1;SYNE1;ATXN1;FYN;RASA2;MAP2K5;INPP4B;ADD3;AKT3","I4-RP1"
"HALLMARK_UV_RESPONSE_UP",0.0508415147265077,0.167407061024082,0.0835547516226498,0.463360566636436,1.59361338959858,13,"CD8+ T Cell",NA,NA,"NFKBIA;DDX21;BTG1;JUNB;BTG3;DNAJA1;FOS;EIF5;IL6ST;PPP1R2","I4-RP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.166102737619194,0.297634427123705,0.0414723944801625,0.269346932948234,1.29829292389282,38,"Other T Cell",NA,NA,"HLA-A;B2M;TGFB1;CCL5;RPS9;RPS19;RPS3A;HIF1A;HLA-E;TAPBP;RPL9","I4-RP1"
"HALLMARK_ANDROGEN_RESPONSE",0.28626228722129,0.41508031647087,0.0391892050523801,-0.301760708544892,-1.14793550267772,14,"Other T Cell",NA,NA,"IQGAP2;INPP4B;CCND3;RPS6KA3;STK39;ARID5B","I4-RP1"
"HALLMARK_APICAL_JUNCTION",0.771757372332774,0.828924585098165,0.0209418871689618,-0.198076505663331,-0.753507818144106,14,"Other T Cell",NA,NA,"PTPRC;FYB1;PTEN;AKT3;EXOC4;CDK8;RSU1","I4-RP1"
"HALLMARK_APOPTOSIS",0.00673234811165846,0.0244047619047619,0.22623238004642,0.454059644715454,1.87016973716327,23,"Other T Cell",NA,NA,"JUN;CD69;PMAIP1;DNAJA1;LMNA;MCL1;CTNNB1;ANXA1;BTG3;CD44","I4-RP1"
"HALLMARK_COMPLEMENT",0.406075533661741,0.500756089586399,0.0251730207076025,0.253826746718976,1.04545538393731,23,"Other T Cell",NA,NA,"TNFAIP3;CCL5;HSPA5;GNG2;PFN1;USP16;CALM1","I4-RP1"
"HALLMARK_E2F_TARGETS",0.344123856439127,0.475218658892128,0.0292615811881865,0.355472363216076,1.09702766399916,10,"Other T Cell",NA,NA,"TRA2B;EZH2;NAP1L1;ATAD2;NUP153;SRSF2;LBR","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.414418832761157,0.500756089586399,0.0319971441152958,-0.250237939131865,-1.02831459858222,17,"Other T Cell",NA,NA,"MYBL1;BCL2;LRIG1;RASGRP1;IGF1R;JAK2","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.127954779033916,0.249844695111983,0.0507941255783484,0.404718235898883,1.38133933906278,13,"Other T Cell",NA,NA,"FOS;BTG3;SLC7A5;ZFP36;CD44;IL6ST;SLC16A1","I4-RP1"
"HALLMARK_FATTY_ACID_METABOLISM",0.956720619282196,0.977133880258335,0.0132156728762664,0.178571428571429,0.55109149800101,10,"Other T Cell",NA,NA,"HSP90AA1;LDHA;IDI1;IL4I1;NBN;AUH;XIST;HIBCH;SUCLG2;RAP1GDS1","I4-RP1"
"HALLMARK_G2M_CHECKPOINT",0.0435586949209553,0.114836559337064,0.0885639937858774,0.418490338068303,1.59768866180334,18,"Other T Cell",NA,NA,"TGFB1;TRA2B;EZH2;TOP1;HIF1A;SLC7A5;YTHDC1;SFPQ;PRPF4B;SRSF10;SLC38A1;AMD1;DBF4;SRSF2","I4-RP1"
"HALLMARK_GLYCOLYSIS",0.977133880258335,0.977133880258335,0.0127950200976283,0.159480802646659,0.510842782351814,11,"Other T Cell",NA,NA,"HSPA5;CD44;ECD;LDHA","I4-RP1"
"HALLMARK_HEME_METABOLISM",0.276232308443143,0.41508031647087,0.0403899870805855,-0.287341985139338,-1.15894550922652,16,"Other T Cell",NA,NA,"NEK7;CCND3;PICALM;KAT2B;KLF3;AGPAT4;LPIN2;NNT","I4-RP1"
"HALLMARK_HYPOXIA",0.0015829265663981,0.00918097408510897,0.45505986738723,0.48715445402244,2.03080644559302,24,"Other T Cell",NA,NA,"TNFAIP3;JUN;FOS;KLF6;DUSP1;BTG1;HSPA5;S100A4;PPP1R15A;ZFP36;IDS","I4-RP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.0950423837657334,0.229685760767189,0.0736532668184816,-0.295468579552288,-1.40157870223191,25,"Other T Cell",NA,NA,"BCL2;IKZF2;RABGAP1L;CCND3;LRIG1;RORA;IFNGR1;PRKCH;IGF1R;MAP3K8;LCLAT1;IL18R1","I4-RP1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.46985268927715,0.545029119561494,0.0234692300716256,0.286635634054097,0.978312915445331,13,"Other T Cell",NA,NA,"JUN;TGFB1;CD44;IL6ST;PTPN2","I4-RP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.00614413816007971,0.0244047619047619,0.238352921646911,0.481387134523106,1.90248237348193,20,"Other T Cell",NA,NA,"NFKB1;NFKBIA;CD69;KLF6;CCL5;HIF1A;NAMPT;TAPBP","I4-RP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.247338104381218,0.398489168169741,0.035514052832793,0.375733748387039,1.20353591318932,11,"Other T Cell",NA,NA,"HLA-C;B2M;IFIT2","I4-RP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",6.04543359800207e-06,5.84391914473533e-05,0.610526878385931,0.557133616549742,2.54908818957886,32,"Other T Cell",NA,NA,"TNFAIP3;NFKB1;NFKBIA;CD69;HLA-A;HLA-B;B2M;CCL5;BTG1;PELI1;IFIT2;HIF1A;NAMPT;TAPBP","I4-RP1"
"HALLMARK_KRAS_SIGNALING_UP",0.174475353831137,0.297634427123705,0.0520088039998597,-0.319826816687404,-1.28996760689302,16,"Other T Cell",NA,NA,"ETS1;IL7R;IKZF1;DOCK2;RABGAP1L","I4-RP1"
"HALLMARK_MITOTIC_SPINDLE",0.129230014713095,0.249844695111983,0.0611971384770468,-0.333135023217617,-1.3689675069342,17,"Other T Cell",NA,NA,"NCK2;SSH2;ARHGEF3;DOCK2;CNTRL","I4-RP1"
"HALLMARK_MTORC1_SIGNALING",0.121035058430718,0.249844695111983,0.0516208105781906,0.359209578490957,1.39634181808087,19,"Other T Cell",NA,NA,"IFRD1;HSPA5;PPP1R15A;NAMPT;SLC7A5;RAB1A;UBE2D3;ETF1;LDHA;BHLHE40;IDI1;ITGB2","I4-RP1"
"HALLMARK_MYC_TARGETS_V1",1.64413529934232e-07,2.38399618404636e-06,0.690132458796796,0.606195162079194,2.77356253927994,32,"Other T Cell",NA,NA,"RPS2;RPL34;RPS3;IFRD1;RPL18;TRA2B;DDX21;RPS6;RPS5;HNRNPA1;NAP1L1;RACK1;RPS10;HSP90AB1;SRSF7;RPLP0;RPL22;RPL14;RPL6;EIF4H;ETF1;EIF1AX;PABPC1;LDHA;SSB;YWHAQ;EIF4A1;EEF1B2","I4-RP1"
"HALLMARK_P53_PATHWAY",0.000115216199774232,0.000835317448363181,0.538434096309916,0.591270207545838,2.33674950398361,20,"Other T Cell",NA,NA,"JUN;FOS;RPL18;RPS12;TGFB1;RPL36;BTG1;S100A4;PPP1R15A;RACK1;SLC35D1","I4-RP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0149325626204239,0.0433044315992293,0.183397180948084,-0.453107020792105,-1.77788763182013,15,"Other T Cell",NA,NA,"CAMK4;PLCB1;VAV3;SMAD2;RPS6KA3;RPTOR;PTEN;SLA;ACTR2;ITPR2","I4-RP1"
"HALLMARK_PROTEIN_SECRETION",0.673390970220941,0.751089928323358,0.0231147472973,-0.222652468538238,-0.822841064569157,13,"Other T Cell",NA,NA,"SGMS1;PAM;RPS6KA3;ADAM10;GALC;TSG101;USO1;AP3B1;AP1G1;RAB22A;RAB2A;ARF1;GNAS","I4-RP1"
"HALLMARK_TGF_BETA_SIGNALING",0.0104730319427474,0.0337464362599639,0.186472629239996,0.582241940966115,1.86501502493713,11,"Other T Cell",NA,NA,"ARID4B;TGFB1;JUNB;PPP1R15A;CTNNB1;UBE2D3;SMURF1;SKIL","I4-RP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",7.13461603799362e-12,2.06903865101815e-10,0.887074988399873,0.67720999682104,3.24147763603309,37,"Other T Cell",NA,NA,"TNFAIP3;NFKB1;JUN;NFKBIA;EIF1;FOS;CCNL1;CD69;KLF6;DUSP1;CCL5;CD83;BTG1;RELB;JUNB;MCL1;NR4A2;PPP1R15A;IFIT2;NAMPT;PER1;REL;BTG3;ZFP36;CD44;IL6ST","I4-RP1"
"HALLMARK_UV_RESPONSE_DN",0.368844221105528,0.486203746002741,0.034787681875169,-0.2469701266564,-1.07606119177039,20,"Other T Cell",NA,NA,"FYN;NEK7;SYNE1;INPP4B;ATRX;IGF1R;PTEN;ATXN1;RASA2;AKT3;RUNX1","I4-RP1"
"HALLMARK_UV_RESPONSE_UP",0.00660569105691057,0.0244047619047619,0.232056818075608,0.527317664566728,1.9337002496161,16,"Other T Cell",NA,NA,"NFKBIA;FOS;DNAJA1;BTG1;DDX21;JUNB;BTG3;IL6ST;FOSB","I4-RP1"
"HALLMARK_ADIPOGENESIS",0.652202213061402,0.739147368105695,0.022008942325111,0.208052742429581,0.848487923960695,17,"CD14+ Monocyte",NA,NA,"RIOK3;ABCA1;UBC;UBQLN1;PIM3;ATP1B3","I4-RP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.0319343065693431,0.072992700729927,0.121293105191013,0.297103903919565,1.61701910366809,39,"CD14+ Monocyte",NA,NA,"HLA-A;RIPK2;B2M;EREG;UBE2D1;HLA-E;ICAM1;HIF1A;IL1B;HLA-DRA;TAPBP;RPS19;SRGN;RPS9","I4-RP1"
"HALLMARK_ANDROGEN_RESPONSE",0.0387194462470257,0.0786713286713287,0.107014828121207,0.436022216887537,1.64648271077237,14,"CD14+ Monocyte",NA,NA,"B2M;PTK2B;VAPA;UBE2J1;B4GALT1;RRP12;ACSL3","I4-RP1"
"HALLMARK_APICAL_JUNCTION",0.0481749119881416,0.0906821872717959,0.0883886491452962,-0.368453192586337,-1.57603172398496,22,"CD14+ Monocyte",NA,NA,"VCAN;FYB1;PTPRC;SKAP2;MAPK14;RASA1;PTEN","I4-RP1"
"HALLMARK_APOPTOSIS",0.000141023042193611,0.00112818433754889,0.518848077743792,0.496124597416321,2.4052407339919,27,"CD14+ Monocyte",NA,NA,"CTNNB1;IRF1;EREG;SQSTM1;ANXA1;MCL1;DNAJC3;IL1B;BNIP3L;BID;SOD2;IER3;GCH1;LMNA;EMP1;LGALS3;JUN","I4-RP1"
"HALLMARK_COMPLEMENT",0.376997524195363,0.52451829453268,0.032169128942943,0.201986939303199,1.06667977420639,35,"CD14+ Monocyte",NA,NA,"IRF1;TNFAIP3;GNG2;S100A9;PLEK;HSPA5;GRB2;PIK3R5","I4-RP1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.704960835509138,0.749296303246388,0.0208415567486796,0.19087146784254,0.811964611752569,19,"CD14+ Monocyte",NA,NA,"TNFAIP3;VIM;ITGA5;CXCL8;ITGB1;ID2;JUN;TGFB1;CD44;PLAUR","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.147882736156352,0.236612377850163,0.0533897062472259,0.293642422680451,1.32332147809762,22,"CD14+ Monocyte",NA,NA,"NRIP1;FOS;KLF4;B4GALT1;RRP12;ELF1;BHLHE40;CD44;PPIF;ELOVL5;KLF10;DHRS3;TIPARP;IL6ST","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.110286088665648,0.18574499143688,0.0625897727442784,0.321681567475913,1.396296855167,20,"CD14+ Monocyte",NA,NA,"NRIP1;FOS;ZFP36;S100A9;DNAJC1;KLF4","I4-RP1"
"HALLMARK_FATTY_ACID_METABOLISM",0.749296303246388,0.749296303246388,0.0176972660430339,-0.223123924111407,-0.763634006281977,12,"CD14+ Monocyte",NA,NA,"CD36","I4-RP1"
"HALLMARK_G2M_CHECKPOINT",0.0393356643356643,0.0786713286713287,0.106710889259626,0.365710256336668,1.61767749298309,21,"CD14+ Monocyte",NA,NA,"TOP1;EZH2;HIF1A;YTHDC1;MARCKS;TRA2B;TLE3;SFPQ;KIF20B;SRSF10;KIF5B;TGFB1","I4-RP1"
"HALLMARK_HEME_METABOLISM",0.370901639344262,0.52451829453268,0.0289400210909657,-0.287386311620798,-1.07373245496302,15,"CD14+ Monocyte",NA,NA,"BACH1;PICALM;NEK7;BMP2K;USP15","I4-RP1"
"HALLMARK_HYPOXIA",0.000323570822299244,0.00207085326271516,0.49849310876659,0.477949221452025,2.31712546042432,27,"CD14+ Monocyte",NA,NA,"TNFAIP3;KLF6;DUSP1;FOS;ZFP36;HSPA5;BNIP3L;KLHL24;ANXA2;FOXO3;S100A4;IER3;BHLHE40;PPP1R15A;JUN;IDS;TES;RBPJ;NFIL3;PLAUR;TIPARP","I4-RP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.0230034722222222,0.0669191919191919,0.139715216553372,0.35837391236623,1.69646595259015,25,"CD14+ Monocyte",NA,NA,"KLF6;CD83;SNX9;AHR;AHNAK;MAPKAPK2;BHLHE40;CDC42SE2;EMP1;GABARAPL1;SPRED2;CD44;IRF8;NFIL3;DHRS3","I4-RP1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.470331588132635,0.55743003037942,0.0275223895362111,0.24756563559956,0.984828819527078,16,"CD14+ Monocyte",NA,NA,"IRF1;IL1B;GRB2;PIK3R5;PTPN1;JUN;TGFB1;CD44;STAT3;IL6ST;MAP3K8","I4-RP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.000552508832482124,0.00294671377323799,0.477270815362862,0.406984633033776,2.17940694252468,37,"CD14+ Monocyte",NA,NA,"NFKBIA;IRF1;KLF6;RIPK2;NFKB1;AHR;EREG;ICAM1;ABCA1;HIF1A;IL1B;ITGA5;TAPBP;PIK3R5;CXCL8;GCH1;LDLR;NLRP3;PDE4B","I4-RP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0261018399657681,0.0696049065753815,0.130086070372915,0.476040831556173,1.69505313198022,12,"CD14+ Monocyte",NA,NA,"IRF1;RIPK2;B2M;HLA-C","I4-RP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.00419189566837448,0.0153820270627539,0.34452128726268,0.343842767412677,1.94131972450749,44,"CD14+ Monocyte",NA,NA,"NFKBIA;IRF1;TNFAIP3;HLA-B;HLA-A;RIPK2;NFKB1;B2M;ICAM1;PELI1;HIF1A;TAPBP;ZNFX1","I4-RP1"
"HALLMARK_KRAS_SIGNALING_UP",0.438182223212297,0.53930119779975,0.0291596706476492,0.19895541470351,1.02007917616854,32,"CD14+ Monocyte",NA,NA,"TNFAIP3;LAPTM5;EREG;G0S2;KLF4;IL1B","I4-RP1"
"HALLMARK_MITOTIC_SPINDLE",0.399202320522117,0.532269760696157,0.0271533734336666,-0.217971783309759,-1.04830540395569,31,"CD14+ Monocyte",NA,NA,"SSH2;FGD4;NOTCH2;RASA1;CNTRL;DOCK2;SOS1;RABGAP1;TIAM1;CCDC88A;RASA2;ITSN1;NIN;VCL;ARFGEF1;TUBGCP3;NF1;CEP192;CLASP1;TRIO;RAPGEF6;ARL8A;NET1;RFC1","I4-RP1"
"HALLMARK_MTORC1_SIGNALING",0.031431119037004,0.072992700729927,0.120854561651304,0.324111848814716,1.64041671726002,31,"CD14+ Monocyte",NA,NA,"SQSTM1;HSPA5;RAB1A;ACSL3;UBE2D3;LDLR;BHLHE40;PPP1R15A;TBK1;ETF1;TES;MAP2K3;HSP90B1;IFRD1;ELOVL5;NFIL3;GGA2;ITGB2;ATP2A2;CALR;GAPDH;NAMPT","I4-RP1"
"HALLMARK_MYC_TARGETS_V1",4.99554487093319e-06,7.99287179349311e-05,0.610526878385931,0.614609571788413,2.66778547175525,20,"CD14+ Monocyte",NA,NA,"RPS2;PABPC1;RPL34;UBE2E1;TRA2B;YWHAQ;RPS3;RPL18;EIF4E;YWHAE;DDX21;AP3S1;ETF1;RPS6;IFRD1;HNRNPA1;EIF4H;RACK1;EIF4A1;RPLP0","I4-RP1"
"HALLMARK_MYOGENESIS",0.0950132225160559,0.168912395584099,0.0627208096593469,-0.434913722843652,-1.44134766591895,11,"CD14+ Monocyte",NA,NA,"MEF2C;CD36","I4-RP1"
"HALLMARK_P53_PATHWAY",0.00416575312431484,0.0153820270627539,0.335068558717014,0.42372555617937,2.03063517777938,26,"CD14+ Monocyte",NA,NA,"FOS;CCNK;KLF4;S100A10;RPS12;FOXO3;CTSD;S100A4;RPL36;IER3;RPL18;PPP1R15A;JUN;NINJ1;PLK3;TGFB1","I4-RP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.735107967237528,0.749296303246388,0.0178606421248588,-0.180262146994359,-0.782004954767424,23,"CD14+ Monocyte",NA,NA,"PLCB1;PRKCB;PTEN;ITPR2;SMAD2;ACTR2;SLA;VAV3","I4-RP1"
"HALLMARK_PROTEIN_SECRETION",0.669852302345786,0.739147368105695,0.0216073044203921,0.20114618939442,0.836965168223558,18,"CD14+ Monocyte",NA,NA,"RAB2A;GNAS;ABCA1;ARFGEF2;NAPG;AP3S1;ARFGAP3;ATP1A1;ARF1;CD63;AP1G1;ARFIP1;DOP1A;IGF2R;ARFGEF1;RPS6KA3","I4-RP1"
"HALLMARK_TGF_BETA_SIGNALING",0.00432619511139952,0.0153820270627539,0.326351610990907,0.530207600476207,2.00214028894162,14,"CD14+ Monocyte",NA,NA,"CTNNB1;SMURF1;JUNB;UBE2D3;ARID4B;PPP1R15A;ID2;TGFB1;PPM1A;KLF10;SKIL;SMAD3","I4-RP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",4.77444568244469e-11,1.5278226183823e-09,0.851339057116899,0.520834581457115,3.27892940176195,63,"CD14+ Monocyte",NA,NA,"CCNL1;NFKBIA;IRF1;TNFAIP3;KLF6;NFAT5;CD83;EIF1;RIPK2;NFKB1;DUSP1;FOS;FOSB;ZFP36;SQSTM1;MCL1;ICAM1;G0S2;ABCA1;KLF4;PLEK;IL1B;JUNB;MARCKS;B4GALT1;REL;RELB;SOD2;IER3;GCH1;LDLR;BHLHE40;PPP1R15A;PDE4B;ID2;CEBPB;JUN;NINJ1;LITAF;MAP2K3;TRIB1;CD44;KLF10;NFIL3;PER1;PLAUR;TIPARP;NR4A2;IL6ST;MAP3K8;B4GALT5;IER2;SMAD3;FOSL1","I4-RP1"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.00604229607250755,0.0193353474320242,0.274717458595242,0.501174078615886,1.94607513528364,15,"CD14+ Monocyte",NA,NA,"YWHAZ;DNAJC3;HSPA5;RPS14;DCP1A;EEF2;EIF4E;CEBPB;KIF5B;HSP90B1;EIF2AK3;CALR;EIF4A1","I4-RP1"
"HALLMARK_UV_RESPONSE_DN",0.274841053587648,0.418805414990701,0.0341757981801189,-0.249945649177883,-1.16526784801119,28,"CD14+ Monocyte",NA,NA,"SIPA1L1;MAPK14;NOTCH2;NEK7;PTEN;FYN;ATP2B1;ATXN1;ADD3","I4-RP1"
"HALLMARK_UV_RESPONSE_UP",3.61557857200889e-05,0.000385661714347615,0.557332238758646,0.610593701256692,2.59745724797617,19,"CD14+ Monocyte",NA,NA,"NFKBIA;IRF1;FOS;FOSB;SQSTM1;ICAM1;EIF5;JUNB;BID;CHKA;SOD2;PPP1R2;GCH1;DDX21","I4-RP1"
"HALLMARK_XENOBIOTIC_METABOLISM",0.433477200225183,0.53930119779975,0.0263266803189157,-0.296418349529237,-1.01448167285496,12,"CD14+ Monocyte",NA,NA,"CD36;KYNU","I4-RP1"
"HALLMARK_ADIPOGENESIS",0.486844874763208,0.610449597288954,0.0263044662674893,0.256350893642103,0.978045026946995,15,"CD16+ Monocyte",NA,NA,"UBC;RIOK3;TKT;ABCA1;PIM3;LPCAT3;RNF11;ATL2;CYC1;UBQLN1","I4-RP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.0312433126471218,0.0923809892706356,0.118729771541953,0.319276270156331,1.6107605598876,33,"CD16+ Monocyte",NA,NA,"B2M;HLA-A;RPS9;RPS19;CD74;HLA-E;ICAM1;HIF1A;RPL9;HLA-DRA;ITGB2;UBE2D1;UBE2N","I4-RP1"
"HALLMARK_ANDROGEN_RESPONSE",0.127245825406891,0.272669625871909,0.0570278025981624,0.366732377193994,1.36114833888506,14,"CD16+ Monocyte",NA,NA,"B2M;B4GALT1;ACSL3;UBE2J1;RRP12","I4-RP1"
"HALLMARK_APICAL_JUNCTION",0.0655120481927711,0.163780120481928,0.0760356521608407,-0.335589672468054,-1.50362953799685,25,"CD16+ Monocyte",NA,NA,"FYB1;RASA1;SKAP2;PTEN;MAPK14;PECAM1;PTPRC;CD86;SYK;VCL;CTNND1;NF1","I4-RP1"
"HALLMARK_APOPTOSIS",0.262697396500213,0.414785362895074,0.0385143573765071,0.249556059097484,1.17446200195733,27,"CD16+ Monocyte",NA,NA,"CTNNB1;MCL1;SQSTM1;ANXA1;BNIP3L;JUN","I4-RP1"
"HALLMARK_COMPLEMENT",0.3828345567476,0.567558851983231,0.0285554492181889,-0.244515321784481,-1.06748235980021,23,"CD16+ Monocyte",NA,NA,"JAK2;DOCK10;CPQ;KYNU;FYN;CTSC;CBLB;IRF2;LYN;CD55;PSEN1","I4-RP1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.549404637560059,0.610449597288954,0.0241540686554305,0.254088210207901,0.916335041461778,13,"CD16+ Monocyte",NA,NA,"VIM;EMP3;JUN;CXCL8;TNFAIP3;CD44","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.536190476190476,0.610449597288954,0.0230518963781267,-0.243522314796086,-0.931310968783947,16,"CD16+ Monocyte",NA,NA,"JAK2;SVIL;ADD3;PAPSS2","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.525042087542088,0.610449597288954,0.0250251220325419,0.242591235260599,0.948010813916108,16,"CD16+ Monocyte",NA,NA,"FOS;NRIP1;ZFP36;SERPINA1;S100A9;AMFR;CD44;DNAJC1","I4-RP1"
"HALLMARK_G2M_CHECKPOINT",0.137655230477794,0.275310460955588,0.0545603266717044,0.351344017989721,1.34046838948091,15,"CD16+ Monocyte",NA,NA,"TOP1;TRA2B;HIF1A;YTHDC1;KIF5B;SFPQ;ARID4A","I4-RP1"
"HALLMARK_HEME_METABOLISM",0.610438729198185,0.631488340549846,0.0208987875795497,-0.214878275681904,-0.878462986570462,19,"CD16+ Monocyte",NA,NA,"BACH1;BMP2K;PICALM;ADD1;NEK7","I4-RP1"
"HALLMARK_HYPOXIA",0.00654008438818565,0.0466694951209164,0.260820567718869,0.467081250833593,1.90952854245931,18,"CD16+ Monocyte",NA,NA,"KLF6;DUSP1;S100A4;FOS;BNIP3L;BTG1;JUN;PPP1R15A;ZFP36;TNFAIP3","I4-RP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.00933389902418328,0.0466694951209164,0.218259775284787,0.445249143105705,1.85600787951566,19,"CD16+ Monocyte",NA,NA,"KLF6;CD83;AHR;SNX9;AHNAK;CDC42SE2","I4-RP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0338730293992331,0.0923809892706356,0.113681552791533,0.325026564827693,1.60413988361911,31,"CD16+ Monocyte",NA,NA,"KLF6;NFKBIA;AHR;ATP2A2;EMP3;ICAM1;HIF1A;NFKB1;NAMPT;ABCA1;CXCL8","I4-RP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0759840033677121,0.175347700079336,0.0746018195047473,0.386056411161692,1.4729051562615,15,"CD16+ Monocyte",NA,NA,"HLA-C;B2M;CD74;IFI30;IFITM2;ELF1","I4-RP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0243743199129489,0.0812477330431629,0.135862926377654,0.307861353315272,1.64581941889803,40,"CD16+ Monocyte",NA,NA,"B2M;NFKBIA;HLA-B;HLA-A;CD74;ICAM1;HIF1A;BTG1;IFI30;IFITM2;NFKB1;NAMPT","I4-RP1"
"HALLMARK_KRAS_SIGNALING_UP",0.397291196388262,0.567558851983231,0.0278855433998514,-0.23032491732952,-1.04245808130853,26,"CD16+ Monocyte",NA,NA,"ST6GAL1;MAP3K1;PECAM1;RABGAP1L;AVL9;IKZF1;HDAC9;DOCK2","I4-RP1"
"HALLMARK_MITOTIC_SPINDLE",0.0078991912732744,0.0466694951209164,0.223479119117479,-0.394009430484211,-1.84712400883591,29,"CD16+ Monocyte",NA,NA,"RASA1;SSH2;NEDD9;FGD4;NOTCH2;ITSN1;SOS1;PDLIM5;DOCK2;TRIO;VCL;NF1;CNTRL;RABGAP1","I4-RP1"
